[05:26:45] === ConfuMPNN Phase 2 条件微调启动（v10）===
[05:26:45] device=cuda:6  epochs=16  lr=0.001  λ_c=0.5  λ_kl=0.05  λ_keep=0.5  perturb_prob=0.3  perturb_scale=4.0  placeholder_prob=0.15  charge_temp=0.5
[05:26:45] [v11 A-fix] 绝对 target 采样开：target ∈ Uniform[-35.0, 20.0]，与 native 无关（覆盖验证深负靶区）
[05:26:45] [v12] 训练侧监督开：组成双计数(floor=0.5) + GRAVY(margin=0.4)  λ_v12=0.2  λ_target=0.2  SASA θ=0.25
[05:26:45] [v10 C] pH 自适应结构惩罚开：boost=1.5
[05:26:45] [A1 global] 计数锚覆盖 surface∪pocket：floor=0.8 ceil=1.3 λ_pocket=0.3 cutoff=8.0
[05:26:47] backbone: MoMPNN 冻结（2.62M 参数，不更新）
[05:26:47] ConditionEncoder 可训练（74880 参数，唯一更新对象）
[05:26:47] 数据：1364 结构域 × 8 pH = 10912 样本（ablation/data/labels_ablate_lig.npz）
[05:26:48]   ℹ️ 1JCG.pdb 分区 pocket=53/335 core=140 surface=153
[05:33:12]   ℹ️ 1H8Y.pdb 分区 pocket=84/494 core=230 surface=212
[05:33:12]   ℹ️ 1A7X.pdb 分区 pocket=40/214 core=81 surface=110
[05:33:12]   ℹ️ 1DJ9.pdb 分区 pocket=46/383 core=170 surface=185
[05:33:13]   ℹ️ 1KJR.pdb 分区 pocket=27/138 core=47 surface=77
[05:33:13]   ℹ️ 1GF9.pdb 分区 pocket=0/130 core=61 surface=69
[05:33:13]   ℹ️ 1NPF.pdb 分区 pocket=50/152 core=41 surface=91
[05:33:13]   ℹ️ 1AL3.pdb 分区 pocket=18/237 core=109 surface=110
[05:33:14]   ℹ️ 1BRK.pdb 分区 pocket=13/323 core=149 surface=173
[05:33:14]   ℹ️ 1GNQ.pdb 分区 pocket=38/166 core=63 surface=86
[05:33:15]   ℹ️ 1I3F.pdb 分区 pocket=24/104 core=35 surface=62
[05:33:15]   ℹ️ 1ASA.pdb 分区 pocket=37/396 core=185 surface=181
[05:33:15]   ℹ️ 1LZJ.pdb 分区 pocket=58/263 core=85 surface=143
[05:33:16]   ℹ️ 1OX0.pdb 分区 pocket=25/414 core=226 surface=167
[05:33:16]   ℹ️ 1S39.pdb 分区 pocket=46/364 core=175 surface=153
[05:33:17]   ℹ️ 1DVR.pdb 分区 pocket=76/440 core=168 surface=234
[05:33:17]   ℹ️ 1JH8.pdb 分区 pocket=40/348 core=176 surface=143
[05:33:18]   ℹ️ 1IDR.pdb 分区 pocket=96/253 core=52 surface=159
[05:33:18]   ℹ️ 1Q1U.pdb 分区 pocket=20/138 core=58 surface=73
[05:33:18]   ℹ️ 1C52.pdb 分区 pocket=43/128 core=34 surface=67
[05:33:18]   ℹ️ 1IHK.pdb 分区 pocket=13/157 core=66 surface=85
[05:33:19]   ℹ️ 1JHR.pdb 分区 pocket=43/341 core=170 surface=137
[05:33:19]   ℹ️ 1DRB.pdb 分区 pocket=93/318 core=109 surface=158
[05:33:19]   ℹ️ 1FT9.pdb 分区 pocket=56/416 core=155 surface=228
[05:33:20]   ℹ️ 1FE0.pdb 分区 pocket=21/134 core=43 surface=80
[05:33:20]   ℹ️ 1NAH.pdb 分区 pocket=94/338 core=128 surface=144
[05:33:20]   ℹ️ 1D4L.pdb 分区 pocket=94/194 core=45 surface=100
[05:33:21]   ℹ️ 1F2Q.pdb 分区 pocket=26/167 core=58 surface=99
[05:33:21]   ℹ️ 1QUI.pdb 分区 pocket=31/321 core=160 surface=140
[05:33:21]   ℹ️ 1BT0.pdb 分区 pocket=28/73 core=16 surface=47
[05:33:21]   ℹ️ 1GKX.pdb 分区 pocket=27/308 core=142 surface=154
[05:33:22]   ℹ️ 1D4H.pdb 分区 pocket=44/198 core=70 surface=98
[05:33:22]   ℹ️ 1HP4.pdb 分区 pocket=53/499 core=273 surface=196
[05:33:23]   ℹ️ 1O5R.pdb 分区 pocket=39/349 core=182 surface=141
[05:33:23]   ℹ️ 1MRB.pdb 分区 pocket=26/31 core=0 surface=24
[05:33:23]   ℹ️ 1KWW.pdb 分区 pocket=76/447 core=175 surface=243
[05:33:23]   ℹ️ 1F63.pdb 分区 pocket=37/154 core=49 surface=88
[05:33:24]   ℹ️ 13YO.pdb 分区 pocket=140/457 core=167 surface=225
[05:33:24]   ℹ️ 1DMG.pdb 分区 pocket=9/166 core=74 surface=89
[05:33:25]   ℹ️ 1LI9.pdb 分区 pocket=12/263 core=141 surface=118
[05:33:25]   ℹ️ 1MJH.pdb 分区 pocket=76/287 core=84 surface=148
[05:33:25]   ℹ️ 1DJE.pdb 分区 pocket=44/383 core=173 surface=186
[05:33:26]   ℹ️ 1O7Y.pdb 分区 pocket=43/254 core=84 surface=153
[05:33:26]   ℹ️ 1QRR.pdb 分区 pocket=95/390 core=147 surface=168
[05:33:27]   ℹ️ 1O8L.pdb 分区 pocket=14/352 core=188 surface=155
[05:33:27]   ℹ️ 1GNK.pdb 分区 pocket=17/210 core=62 surface=146
[05:33:27]   ℹ️ 1OZN.pdb 分区 pocket=41/284 core=127 surface=144
[05:33:28]   ℹ️ 1GYW.pdb 分区 pocket=5/254 core=96 surface=156
[05:33:28]   ℹ️ 1C6F.pdb 分区 pocket=44/162 core=44 surface=90
[05:33:28]   ℹ️ 1C6L.pdb 分区 pocket=32/162 core=55 surface=91
[05:33:28]   ℹ️ 1J1F.pdb 分区 pocket=22/191 core=76 surface=100
[05:33:29]   ℹ️ 1LFM.pdb 分区 pocket=86/206 core=40 surface=114
[05:33:29]   ℹ️ 1NJ2.pdb 分区 pocket=20/452 core=219 surface=224
[05:33:30]   ℹ️ 1J3R.pdb 分区 pocket=57/372 core=150 surface=172
[05:33:30]   ℹ️ 1D6F.pdb 分区 pocket=40/389 core=199 surface=164
[05:33:31]   ℹ️ 1LI0.pdb 分区 pocket=30/263 core=131 surface=114
[05:33:31]   ℹ️ 1E6U.pdb 分区 pocket=78/315 core=121 surface=150
[05:33:32]   ℹ️ 1JYJ.pdb 分区 pocket=50/174 core=47 surface=93
[05:33:32]   ℹ️ 1IQ6.pdb 分区 pocket=8/265 core=133 surface=131
[05:33:33]   ℹ️ 1IQR.pdb 分区 pocket=73/415 core=178 surface=179
[05:33:33]   ℹ️ 1BIU.pdb 分区 pocket=22/439 core=179 surface=247
[05:33:33]   ℹ️ 1M6E.pdb 分区 pocket=55/359 core=158 surface=159
[05:33:34]   ℹ️ 1QR2.pdb 分区 pocket=127/460 core=180 surface=192
[05:33:34]   ℹ️ 1DKH.pdb 分区 pocket=49/172 core=54 surface=99
[05:33:35]   ℹ️ 1GB5.pdb 分区 pocket=0/130 core=61 surface=69
[05:33:35]   ℹ️ 1AZV.pdb 分区 pocket=56/306 core=108 surface=156
[05:33:35]   ℹ️ 1BCW.pdb 分区 pocket=41/318 core=143 surface=159
[05:33:36]   ℹ️ 1GUT.pdb 分区 pocket=93/402 core=177 surface=150
[05:33:36]   ℹ️ 1GPL.pdb resnum 对齐 419/424（5 个非标准/parse独有残基 frac=0）
[05:33:36]   ℹ️ 1GPL.pdb 分区 pocket=15/424 core=237 surface=176
[05:33:37]   ℹ️ 1L63.pdb 分区 pocket=25/162 core=60 surface=88
[05:33:37]   ℹ️ 1NNC.pdb resnum 对齐 386/388（2 个非标准/parse独有残基 frac=0）
[05:33:37]   ℹ️ 1NNC.pdb 分区 pocket=56/388 core=200 surface=153
[05:33:37]   ℹ️ 1J01.pdb 分区 pocket=21/312 core=164 surface=132
[05:33:38]   ℹ️ 1JTN.pdb 分区 pocket=17/351 core=157 surface=189
[05:33:38]   ℹ️ 1IZ8.pdb 分区 pocket=41/294 core=153 surface=112
[05:33:38]   ℹ️ 1CJ7.pdb 分区 pocket=16/130 core=53 surface=70
[05:33:39]   ℹ️ 1CCE.pdb 分区 pocket=43/291 core=136 surface=126
[05:33:39]   ℹ️ 1K12.pdb 分区 pocket=32/158 core=55 surface=85
[05:33:40]   ℹ️ 13SE.pdb 分区 pocket=125/282 core=64 surface=157
[05:33:40]   ℹ️ 1GE3.pdb 分区 pocket=0/130 core=62 surface=68
[05:33:40]   ℹ️ 1EFD.pdb 分区 pocket=26/262 core=116 surface=129
[05:33:41]   ℹ️ 1KEQ.pdb 分区 pocket=84/476 core=211 surface=210
[05:33:41]   ℹ️ 1NM2.pdb 分区 pocket=27/305 core=149 surface=137
[05:33:41]   ℹ️ 1MER.pdb 分区 pocket=38/198 core=74 surface=100
[05:33:42]   ℹ️ 1ESA.pdb 分区 pocket=35/240 core=105 surface=114
[05:33:42]   ℹ️ 1N49.pdb 分区 pocket=83/396 core=165 surface=184
[05:33:42]   ℹ️ 1MBI.pdb 分区 pocket=40/153 core=44 surface=91
[05:33:43]   ℹ️ 1L61.pdb 分区 pocket=20/162 core=64 surface=88
[05:33:43]   ℹ️ 1J54.pdb 分区 pocket=48/174 core=58 surface=89
[05:33:43]   ℹ️ 1LVL.pdb 分区 pocket=94/458 core=177 surface=223
[05:33:44]   ℹ️ 1PVM.pdb 分区 pocket=36/362 core=188 surface=160
[05:33:44]   ℹ️ 1LJU.pdb 分区 pocket=35/130 core=34 surface=75
[05:33:45]   ℹ️ 1OME.pdb 分区 pocket=14/481 core=269 surface=201
[05:33:45]   ℹ️ 1AC5.pdb 分区 pocket=19/483 core=267 surface=207
[05:33:46]   ℹ️ 1LRK.pdb 分区 pocket=104/338 core=126 surface=145
[05:33:46]   ℹ️ 13SB.pdb 分区 pocket=136/283 core=57 surface=158
[05:33:46]   ℹ️ 1DZM.pdb 分区 pocket=62/296 core=94 surface=148
[05:33:47]   ℹ️ 1K1M.pdb resnum 对齐 217/223（6 个非标准/parse独有残基 frac=0）
[05:33:47]   ℹ️ 1K1M.pdb 分区 pocket=42/223 core=98 surface=99
[05:33:47]   ℹ️ 1IUV.pdb 分区 pocket=65/394 core=161 surface=181
[05:33:47]   ℹ️ 1PY5.pdb 分区 pocket=41/301 core=135 surface=142
[05:33:48]   ℹ️ 1BOZ.pdb 分区 pocket=57/186 core=52 surface=100
[05:33:48]   ℹ️ 1K0N.pdb 分区 pocket=18/445 core=200 surface=236
[05:33:49]   ℹ️ 1L0J.pdb 分区 pocket=22/162 core=62 surface=88
[05:33:49]   ℹ️ 1OQ5.pdb 分区 pocket=34/256 core=110 surface=119
[05:33:49]   ℹ️ 1DD9.pdb 分区 pocket=9/310 core=148 surface=156
[05:33:50]   ℹ️ 1DKW.pdb 分区 pocket=24/472 core=249 surface=210
[05:33:51]   ℹ️ 1IIH.pdb 分区 pocket=30/498 core=277 surface=198
[05:33:51]   ℹ️ 1JG5.pdb 分区 pocket=59/415 core=201 surface=185
[05:33:52]   ℹ️ 1OHS.pdb 分区 pocket=63/500 core=191 surface=258
[05:33:52]   ℹ️ 1OSA.pdb 分区 pocket=44/148 core=23 surface=106
[05:33:52]   ℹ️ 1K03.pdb 分区 pocket=44/399 core=205 surface=161
[05:33:53]   ℹ️ 1PZ7.pdb 分区 pocket=24/375 core=170 surface=195
[05:33:54]   ℹ️ 1S1F.pdb 分区 pocket=87/397 core=142 surface=191
[05:33:54]   ℹ️ 1PMN.pdb 分区 pocket=37/344 core=151 surface=174
[05:33:55]   ℹ️ 1BQY.pdb resnum 对齐 418/468（50 个非标准/parse独有残基 frac=0）
[05:33:55]   ℹ️ 1BQY.pdb 分区 pocket=58/468 core=241 surface=186
[05:33:55]   ℹ️ 1HJG.pdb 分区 pocket=18/264 core=125 surface=125
[05:33:55]   ℹ️ 1CAQ.pdb 分区 pocket=74/168 core=46 surface=83
[05:33:56]   ℹ️ 1M0N.pdb 分区 pocket=50/431 core=214 surface=185
[05:33:56]   ℹ️ 1G5F.pdb 分区 pocket=59/293 core=140 surface=116
[05:33:57]   ℹ️ 1H30.pdb 分区 pocket=25/391 core=197 surface=183
[05:33:57]   ℹ️ 1INF.pdb 分区 pocket=49/390 core=206 surface=151
[05:33:57]   ℹ️ 1E38.pdb resnum 对齐 228/240（12 个非标准/parse独有残基 frac=0）
[05:33:57]   ℹ️ 1E38.pdb 分区 pocket=48/240 core=115 surface=104
[05:33:58]   ℹ️ 1M5D.pdb 分区 pocket=40/258 core=108 surface=127
[05:33:58]   ℹ️ 1IBF.pdb 分区 pocket=26/147 core=44 surface=80
[05:33:58]   ℹ️ 1HB4.pdb 分区 pocket=49/329 core=148 surface=145
[05:33:59]   ℹ️ 1D7S.pdb 分区 pocket=51/431 core=211 surface=188
[05:33:59]   ℹ️ 1HKK.pdb 分区 pocket=80/364 core=161 surface=150
[05:34:00]   ℹ️ 1ICN.pdb 分区 pocket=33/131 core=33 surface=78
[05:34:00]   ℹ️ 1MJ9.pdb 分区 pocket=37/273 core=112 surface=141
[05:34:00]   ℹ️ 1LHT.pdb 分区 pocket=34/153 core=49 surface=87
[05:34:01]   ℹ️ 1HJO.pdb 分区 pocket=52/380 core=171 surface=173
[05:34:01]   ℹ️ 1F57.pdb 分区 pocket=29/305 core=155 surface=131
[05:34:01]   ℹ️ 1MQH.pdb 分区 pocket=27/260 core=110 surface=127
[05:34:02]   ℹ️ 1D8U.pdb 分区 pocket=80/330 core=104 surface=174
[05:34:02]   ℹ️ 1O82.pdb 分区 pocket=33/280 core=130 surface=136
[05:34:02]   ℹ️ 1R9O.pdb 分区 pocket=73/455 core=192 surface=204
[05:34:03]   ℹ️ 1N0Y.pdb 分区 pocket=74/166 core=22 surface=116
[05:34:03]   ℹ️ 1JDO.pdb 分区 pocket=40/154 core=47 surface=88
[05:34:03]   ℹ️ 1G64.pdb 分区 pocket=78/359 core=143 surface=175
[05:34:04]   ℹ️ 1F8B.pdb resnum 对齐 383/388（5 个非标准/parse独有残基 frac=0）
[05:34:04]   ℹ️ 1F8B.pdb 分区 pocket=56/388 core=202 surface=151
[05:34:04]   ℹ️ 1CR2.pdb 分区 pocket=37/239 core=91 surface=132
[05:34:04]   ℹ️ 1NPL.pdb 分区 pocket=55/109 core=17 surface=73
[05:34:05]   ℹ️ 1OVB.pdb resnum 对齐 143/159（16 个非标准/parse独有残基 frac=0）
[05:34:05]   ℹ️ 1OVB.pdb 分区 pocket=17/159 core=80 surface=69
[05:34:05]   ℹ️ 1DET.pdb 分区 pocket=30/103 core=25 surface=63
[05:34:06]   ℹ️ 1AKB.pdb 分区 pocket=36/401 core=190 surface=184
[05:34:06]   ℹ️ 1RKU.pdb 分区 pocket=94/412 core=165 surface=182
[05:34:06]   ℹ️ 157L.pdb 分区 pocket=25/162 core=59 surface=89
[05:34:07]   ℹ️ 1H6Y.pdb 分区 pocket=28/314 core=138 surface=164
[05:34:07]   ℹ️ 1FF5.pdb 分区 pocket=52/438 core=141 surface=262
[05:34:07]   预解析+encode 999/1364（跳过 1）
[05:34:07]   ℹ️ 1OXR.pdb 分区 pocket=20/119 core=37 surface=73
[05:34:08]   ℹ️ 1A28.pdb 分区 pocket=67/500 core=211 surface=230
[05:34:08]   ℹ️ 1G15.pdb 分区 pocket=16/141 core=58 surface=73
[05:34:08]   ℹ️ 1N0R.pdb 分区 pocket=11/126 core=50 surface=71
[05:34:09]   ℹ️ 1QNR.pdb 分区 pocket=56/344 core=174 surface=143
[05:34:09]   ℹ️ 1P53.pdb 分区 pocket=31/500 core=197 surface=296
[05:34:10]   ℹ️ 1N55.pdb 分区 pocket=56/249 core=109 surface=111
[05:34:10]   ℹ️ 1R14.pdb 分区 pocket=25/145 core=49 surface=89
[05:34:10]   ℹ️ 1JAH.pdb 分区 pocket=35/166 core=66 surface=81
[05:34:11]   ℹ️ 1MX3.pdb 分区 pocket=48/326 core=135 surface=160
[05:34:11]   ℹ️ 1IWT.pdb 分区 pocket=18/130 core=53 surface=68
[05:34:11]   ℹ️ 1I4G.pdb 分区 pocket=23/450 core=214 surface=220
[05:34:12]   ℹ️ 1NB0.pdb 分区 pocket=30/147 core=52 surface=84
[05:34:12]   ℹ️ 1CKF.pdb 分区 pocket=16/130 core=54 surface=68
[05:34:12]   ℹ️ 1G8S.pdb 分区 pocket=0/231 core=120 surface=111
[05:34:12]   ℹ️ 1MPT.pdb 分区 pocket=27/269 core=143 surface=108
[05:34:13]   ℹ️ 1PGN.pdb 分区 pocket=55/473 core=208 surface=233
[05:34:13]   ℹ️ 1O3F.pdb resnum 对齐 212/223（11 个非标准/parse独有残基 frac=0）
[05:34:13]   ℹ️ 1O3F.pdb 分区 pocket=45/223 core=103 surface=97
[05:34:14]   ℹ️ 1LMA.pdb 分区 pocket=4/129 core=61 surface=68
[05:34:14]   ℹ️ 1O41.pdb 分区 pocket=18/106 core=37 surface=59
[05:34:14]   ℹ️ 1G3Y.pdb 分区 pocket=10/212 core=83 surface=122
[05:34:14]   ℹ️ 1AKD.pdb 分区 pocket=70/405 core=174 surface=175
[05:34:15]   ℹ️ 1QLM.pdb 分区 pocket=34/316 core=165 surface=133
[05:34:15]   ℹ️ 1IJ6.pdb 分区 pocket=43/305 core=136 surface=152
[05:34:16]   ℹ️ 1JHX.pdb 分区 pocket=40/346 core=172 surface=143
[05:34:16]   ℹ️ 1LS9.pdb 分区 pocket=43/91 core=12 surface=56
[05:34:16]   ℹ️ 1E9L.pdb 分区 pocket=27/372 core=194 surface=155
[05:34:17]   ℹ️ 1M4L.pdb 分区 pocket=13/307 core=166 surface=130
[05:34:17]   ℹ️ 1EPQ.pdb resnum 对齐 311/330（19 个非标准/parse独有残基 frac=0）
[05:34:17]   ℹ️ 1EPQ.pdb 分区 pocket=46/330 core=154 surface=146
[05:34:17]   ℹ️ 1CAL.pdb 分区 pocket=23/258 core=121 surface=119
[05:34:18]   ℹ️ 1CCA.pdb 分区 pocket=44/291 core=137 surface=123
[05:34:18]   ℹ️ 1RZ5.pdb 分区 pocket=101/309 core=89 surface=153
[05:34:18]   ℹ️ 1L9G.pdb 分区 pocket=37/191 core=71 surface=97
[05:34:19]   ℹ️ 1GOY.pdb 分区 pocket=52/216 core=70 surface=118
[05:34:19]   ℹ️ 1AH0.pdb 分区 pocket=60/315 core=135 surface=136
[05:34:19]   ℹ️ 1BTW.pdb resnum 对齐 212/223（11 个非标准/parse独有残基 frac=0）
[05:34:19]   ℹ️ 1BTW.pdb 分区 pocket=38/223 core=107 surface=94
[05:34:20]   ℹ️ 1CQ8.pdb 分区 pocket=42/396 core=181 surface=183
[05:34:20]   ℹ️ 1F7L.pdb 分区 pocket=26/118 core=36 surface=68
[05:34:21]   ℹ️ 1DTH.pdb 分区 pocket=92/404 core=164 surface=184
[05:34:21]   ℹ️ 1QHF.pdb 分区 pocket=60/480 core=221 surface=220
[05:34:22]   ℹ️ 1N3P.pdb 分区 pocket=76/482 core=217 surface=216
[05:34:22]   ℹ️ 1NV5.pdb 分区 pocket=50/331 core=146 surface=153
[05:34:23]   ℹ️ 1I52.pdb 分区 pocket=43/225 core=82 surface=114
[05:34:23]   ℹ️ 1NYW.pdb 分区 pocket=66/389 core=179 surface=159
[05:34:24]   ℹ️ 1IUB.pdb 分区 pocket=78/312 core=130 surface=134
[05:34:24]   ℹ️ 1N84.pdb 分区 pocket=22/329 core=163 surface=144
[05:34:24]   ℹ️ 1JHF.pdb 分区 pocket=13/308 core=131 surface=173
[05:34:25]   ℹ️ 1NUT.pdb 分区 pocket=77/424 core=183 surface=194
[05:34:25]   ℹ️ 1EPO.pdb resnum 对齐 311/330（19 个非标准/parse独有残基 frac=0）
[05:34:25]   ℹ️ 1EPO.pdb 分区 pocket=39/330 core=160 surface=146
[05:34:26]   ℹ️ 1BWS.pdb 分区 pocket=37/314 core=136 surface=156
[05:34:26]   ℹ️ 1JP6.pdb 分区 pocket=44/152 core=46 surface=91
[05:34:26]   ℹ️ 1EBT.pdb 分区 pocket=30/142 core=44 surface=83
[05:34:26]   ℹ️ 1JRL.pdb 分区 pocket=18/178 core=83 surface=89
[05:34:27]   ℹ️ 1RQE.pdb 分区 pocket=22/472 core=252 surface=204
[05:34:27]   ℹ️ 1E86.pdb 分区 pocket=54/125 core=21 surface=83
[05:34:27]   ℹ️ 1IN6.pdb 分区 pocket=42/300 core=124 surface=151
[05:34:28]   ℹ️ 1CI1.pdb 分区 pocket=27/497 core=299 surface=187
[05:34:28]   ℹ️ 1AQQ.pdb 分区 pocket=36/40 core=1 surface=29
[05:34:29]   ℹ️ 1LC5.pdb 分区 pocket=30/355 core=176 surface=161
[05:34:29]   ℹ️ 1FY9.pdb 分区 pocket=12/193 core=88 surface=100
[05:34:29]   ℹ️ 1B2L.pdb 分区 pocket=61/254 core=90 surface=126
[05:34:30]   ℹ️ 13YF.pdb 分区 pocket=150/457 core=165 surface=225
[05:34:30]   ℹ️ 1JQW.pdb 分区 pocket=57/149 core=42 surface=76
[05:34:30]   ℹ️ 1C7Q.pdb 分区 pocket=4/442 core=234 surface=208
[05:34:31]   ℹ️ 1DWR.pdb 分区 pocket=47/152 core=40 surface=90
[05:34:31]   ℹ️ 1LI3.pdb 分区 pocket=49/162 core=45 surface=89
[05:34:31]   ℹ️ 1BEJ.pdb 分区 pocket=46/291 core=135 surface=126
[05:34:32]   ℹ️ 1E22.pdb 分区 pocket=91/486 core=186 surface=245
[05:34:32]   ℹ️ 1Q54.pdb 分区 pocket=63/356 core=140 surface=158
[05:34:33]   ℹ️ 1GV3.pdb 分区 pocket=34/426 core=220 surface=178
[05:34:33]   ℹ️ 1GWT.pdb 分区 pocket=97/307 core=99 surface=140
[05:34:34]   ℹ️ 1EJ1.pdb 分区 pocket=33/368 core=186 surface=168
[05:34:34]   ℹ️ 1IKJ.pdb 分区 pocket=50/184 core=53 surface=95
[05:34:34]   ℹ️ 1OBG.pdb 分区 pocket=56/305 core=117 surface=154
[05:34:35]   ℹ️ 1A80.pdb 分区 pocket=41/277 core=122 surface=125
[05:34:35]   ℹ️ 1EOW.pdb 分区 pocket=19/124 core=40 surface=71
[05:34:35]   ℹ️ 1DFF.pdb 分区 pocket=14/164 core=64 surface=87
[05:34:36]   ℹ️ 1BQS.pdb 分区 pocket=10/209 core=77 surface=130
[05:34:36]   ℹ️ 1BU8.pdb resnum 对齐 439/446（7 个非标准/parse独有残基 frac=0）
[05:34:36]   ℹ️ 1BU8.pdb 分区 pocket=8/446 core=254 surface=186
[05:34:37]   ℹ️ 1AIR.pdb 分区 pocket=12/352 core=193 surface=151
[05:34:37]   ℹ️ 1FE4.pdb 分区 pocket=32/136 core=40 surface=84
[05:34:37]   ℹ️ 1DVI.pdb 分区 pocket=86/346 core=138 surface=154
[05:34:37]   ℹ️ 1IUA.pdb 分区 pocket=51/83 core=4 surface=56
[05:34:38]   ℹ️ 1LYE.pdb 分区 pocket=25/162 core=62 surface=87
[05:34:38]   ℹ️ 1H1Z.pdb 分区 pocket=80/438 core=220 surface=168
[05:34:38]   ℹ️ 1N69.pdb 分区 pocket=45/236 core=58 surface=164
[05:34:39]   ℹ️ 1LAN.pdb 分区 pocket=74/485 core=235 surface=195
[05:34:40]   ℹ️ 1SMD.pdb 分区 pocket=37/495 core=265 surface=199
[05:34:40]   ℹ️ 1GMM.pdb 分区 pocket=30/126 core=41 surface=67
[05:34:40]   ℹ️ 1FTH.pdb 分区 pocket=56/346 core=141 surface=170
[05:34:40]   ℹ️ 1E82.pdb resnum 对齐 311/330（19 个非标准/parse独有残基 frac=0）
[05:34:41]   ℹ️ 1E82.pdb 分区 pocket=40/330 core=157 surface=146
[05:34:41]   ℹ️ 1I1W.pdb 分区 pocket=79/302 core=128 surface=131
[05:34:42]   ℹ️ 1KBK.pdb 分区 pocket=40/495 core=263 surface=201
[05:34:42]   ℹ️ 1ELD.pdb 分区 pocket=45/240 core=98 surface=111
[05:34:43]   ℹ️ 1JBW.pdb 分区 pocket=80/409 core=176 surface=172
[05:34:43]   ℹ️ 1QV0.pdb 分区 pocket=59/185 core=51 surface=98
[05:34:44]   ℹ️ 1OM8.pdb 分区 pocket=72/452 core=212 surface=205
[05:34:44]   ℹ️ 1JAW.pdb 分区 pocket=19/440 core=225 surface=199
[05:34:44]   ℹ️ 1LR7.pdb 分区 pocket=11/73 core=18 surface=54
[05:34:45]   ℹ️ 1IS9.pdb 分区 pocket=98/358 core=134 surface=141
[05:34:45]   ℹ️ 1L1G.pdb 分区 pocket=100/240 core=66 surface=109
[05:34:45]   ℹ️ 1N9I.pdb 分区 pocket=43/154 core=46 surface=87
[05:34:45]   ℹ️ 1K59.pdb 分区 pocket=14/122 core=50 surface=70
[05:34:46]   ℹ️ 1LPD.pdb 分区 pocket=15/254 core=118 surface=125
[05:34:46]   ℹ️ 1DPW.pdb 分区 pocket=38/129 core=38 surface=70
[05:34:46]   ℹ️ 1CU2.pdb 分区 pocket=28/162 core=59 surface=87
[05:34:46]   ℹ️ 1ECN.pdb 分区 pocket=30/136 core=42 surface=80
[05:34:46]   ℹ️ 1J9B.pdb 分区 pocket=39/137 core=40 surface=79
[05:34:47]   ℹ️ 1CBQ.pdb 分区 pocket=34/137 core=44 surface=80
[05:34:47]   ℹ️ 13ZR.pdb 分区 pocket=143/457 core=165 surface=229
[05:34:48]   ℹ️ 138L.pdb 分区 pocket=18/162 core=65 surface=88
[05:34:49]   ℹ️ 1OEP.pdb 分区 pocket=48/422 core=213 surface=174
[05:34:50]   ℹ️ 1B1B.pdb 分区 pocket=26/140 core=46 surface=77
[05:34:50]   ℹ️ 1L98.pdb 分区 pocket=10/164 core=68 surface=90
[05:34:50]   ℹ️ 1AZ2.pdb 分区 pocket=50/314 core=137 surface=136
[05:34:51]   ℹ️ 1HUV.pdb 分区 pocket=57/349 core=152 surface=152
[05:34:51]   ℹ️ 1KK2.pdb 分区 pocket=45/396 core=188 surface=188
[05:34:51]   ℹ️ 1GUS.pdb 分区 pocket=55/402 core=200 surface=150
[05:34:52]   ℹ️ 1OAG.pdb 分区 pocket=57/249 core=106 surface=110
[05:34:52]   ℹ️ 1LIC.pdb 分区 pocket=44/130 core=24 surface=86
[05:34:52]   ℹ️ 1FJV.pdb 分区 pocket=53/316 core=144 surface=141
[05:34:53]   ℹ️ 1IMX.pdb 分区 pocket=25/56 core=7 surface=42
[05:34:53]   ℹ️ 1GI3.pdb resnum 对齐 212/223（11 个非标准/parse独有残基 frac=0）
[05:34:53]   ℹ️ 1GI3.pdb 分区 pocket=35/223 core=106 surface=97
[05:34:53]   ℹ️ 1GIL.pdb 分区 pocket=40/310 core=132 surface=148
[05:34:53]   ℹ️ 1LLH.pdb 分区 pocket=18/162 core=62 surface=91
[05:34:54]   ℹ️ 1PEA.pdb 分区 pocket=14/368 core=213 surface=143
[05:34:54]   ℹ️ 1FJU.pdb 分区 pocket=59/316 core=140 surface=141
[05:34:55]   ℹ️ 1OCQ.pdb 分区 pocket=50/300 core=149 surface=123
[05:34:55]   ℹ️ 1HSR.pdb 分区 pocket=90/336 core=118 surface=150
[05:34:55]   ℹ️ 1BU5.pdb 分区 pocket=71/294 core=114 surface=152
[05:34:56]   ℹ️ 1H0S.pdb 分区 pocket=51/137 core=42 surface=72
[05:34:56]   ℹ️ 1JAQ.pdb 分区 pocket=52/158 core=47 surface=81
[05:34:56]   ℹ️ 1J16.pdb resnum 对齐 217/223（6 个非标准/parse独有残基 frac=0）
[05:34:56]   ℹ️ 1J16.pdb 分区 pocket=86/223 core=82 surface=96
[05:34:57]   ℹ️ 1LAH.pdb 分区 pocket=25/238 core=103 surface=111
[05:34:57]   ℹ️ 1AKU.pdb 分区 pocket=48/147 core=49 surface=78
[05:34:57]   ℹ️ 1NX6.pdb 分区 pocket=35/356 core=154 surface=177
[05:34:58]   ℹ️ 1E12.pdb 分区 pocket=77/239 core=81 surface=112
[05:34:58]   ℹ️ 1DY1.pdb 分区 pocket=15/183 core=87 surface=90
[05:34:58]   ℹ️ 1H4K.pdb 分区 pocket=47/271 core=124 surface=120
